depmap_id,cell_line_name,stripped_name,cosmic_id,sanger_id,lineage,disease,aliases
ACH-000040,U-118 MG,U118MG,687588,SIDM01193,CNS/Brain,,
ACH-001214,U-138 MG,U138MG,,SIDM01192,CNS/Brain,,
ACH-000208,U-178,U178,,,CNS/Brain,,
ACH-000208,U-178MG,U178MG,,SIDM01431,Central Nervous System,Glioma,
ACH-000232,U251,U251,905983,SIDM00111,Central Nervous System,Glioma,U-251MG;U251n
ACH-000232,U-251 MG,U251MG,905983,SIDM00111,CNS/Brain,,
ACH-001172,U-251 MG DM,U251MGDM,,,CNS/Brain,,
ACH-000626,U-266,U266,753615,SIDM00417,Haematopoietic and Lymphoid,Plasma Cell Myeloma,U266B1;U266S;U266BL
ACH-000626,U266B1,U266B1,753615,SIDM00417,Lymphoid,,
ACH-001677,U-2904,U2904,,SIDM01417,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,
ACH-001678,U-2940,U2940,,,Lymphoid,,
ACH-002677,U-2946,U2946,,,Lymphoid,,
ACH-001679,U-2973,U2973,,,Lymphoid,,
ACH-000364,U-2 OS,U2OS,909776,SIDM01191,Bone,,
ACH-000036,U343,U343,,,CNS/Brain,,
ACH-000036,U-343-MGa,U343MGa,,SIDM01421,Central Nervous System,Glioblastoma,
ACH-001680,U-698-M,U698M,909777,SIDM00424,Lymphoid,,
ACH-000075,U-87 MG,U87MG,687590,SIDM01189,CNS/Brain,,
ACH-000406,U-937,U937,998206,SIDM01195,Myeloid,,
ACH-000579,UACC-257,UACC257,905977,SIDM00108,Skin,,
ACH-001683,ACC-3133,UACC3133,,,Breast,,
ACH-002499,UACC-3199,UACC3199,,,Breast,,
ACH-000425,UACC-62,UACC62,905976,SIDM00107,Skin,,
ACH-002004,UACC-62_CJ1,UACC62CJ1,,SIDM01416,Skin,Melanoma,
ACH-002004,UACC-62_DAB_TRAM_R,UACC62DABTRAMR,,,Skin,,
ACH-000568,UACC-812,UACC812,910910,SIDM01187,Breast,,
ACH-000554,UACC-893,UACC893,909778,SIDM01186,Breast,,
ACH-000741,U-BLC1,UBLC1,,SIDM01757,Bladder,Bladder Carcinoma,
ACH-003226,U-CH11-R,UCH11R,,,Bone,,
ACH-003227,U-CH17M,UCH17M,,,Bone,,
ACH-002204,U-CH2,UCH2,1503373,SIDM01185,Bone,,
ACH-003410,U-CHCF365,UCHCF365,,,Bone,,
ACH-001684,UCSD-AML1,UCSDAML1,,,Myeloid,,
ACH-003099,UCSF-OT-1109,UCSFOT1109,,,Head and Neck,,
ACH-002391,UDSCC2,UDSCC2,1299073,SIDM00025,Head and Neck,Head and Neck Carcinoma,
ACH-001685,U-HO1,UHO1,,SIDM01831,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,
ACH-002946,UKE-1,UKE1,,,Myeloid,,
ACH-001686,ULA,ULA,,,Lymphoid,,
ACH-001417,UMC-11,UMC11,909779,SIDM01183,Lung,,
ACH-001957,UM-Chor1,UMChor1,,SIDM01415,Bone,Other Solid Cancers,
ACH-002711,UM-HACC-2A,UMHACC2A,,,Head and Neck,,
ACH-001224,UM-RC-2,UMRC2,,SIDM01830,Kidney,,
ACH-001687,UM-RC-3,UMRC3,,SIDM02143,Kidney,Kidney Carcinoma,
ACH-001225,UM-RC-6,UMRC6,,SIDM01829,Kidney,,
ACH-001688,UM-RC-7,UMRC7,,SIDM02156,Kidney,Kidney Carcinoma,
ACH-000834,UM-UC-1,UMUC1,,SIDM01409,Bladder,Bladder Carcinoma,
ACH-001412,UM-UC-10,UMUC10,,SIDM01408,Bladder,Bladder Carcinoma,
ACH-001413,UM-UC-11,UMUC11,,SIDM01407,Bladder,Bladder Carcinoma,
ACH-001407,UM-UC-13,UMUC13,,SIDM01406,Bladder,Bladder Carcinoma,
ACH-001408,UM-UC-14,UMUC14,,SIDM01405,Bladder,Bladder Carcinoma,
ACH-001409,UM-UC-16,UMUC16,,SIDM01404,Bladder,Bladder Carcinoma,
ACH-000522,UM-UC-3,UMUC3,724838,SIDM01182,Bladder/Urinary Tract,,
ACH-001410,UM-UC-4,UMUC4,,SIDM01910,Bladder,Bladder Carcinoma,
ACH-001411,UM-UC-5,UMUC5,,SIDM01909,Bladder,Bladder Carcinoma,
ACH-001414,UM-UC-6,UMUC6,,SIDM01403,Bladder,Bladder Carcinoma,
ACH-001415,UM-UC-7,UMUC7,,SIDM01402,Bladder,Bladder Carcinoma,
ACH-001416,UM-UC-9,UMUC9,,SIDM01401,Bladder,Bladder Carcinoma,
ACH-000428,UO-31,UO31,905981,SIDM00112,Kidney,,
ACH-000262,UOK101,UOK101,,,Kidney,,
ACH-001690,UPCI-SCC-026,UPCISCC026,,SIDM01828,Head and Neck,Oral Cavity Carcinoma,
ACH-001691,UPCI-SCC-029A,UPCISCC029A,,,Head and Neck,,
ACH-001692,UPCI-SCC-040,UPCISCC040,,SIDM02145,Head and Neck,Oral Cavity Carcinoma,
ACH-001693,UPCI-SCC-072,UPCISCC072,,,Head and Neck,,
ACH-001694,UPCI-SCC-074,UPCISCC074,,SIDM02146,Head and Neck,Oral Cavity Carcinoma,
ACH-001227,UPCI-SCC-090,UPCISCC090,1299052,SIDM00399,Head and Neck,,
ACH-001695,UPCI-SCC-099,UPCISCC099,,,Head and Neck,,
ACH-001696,UPCI-SCC-111,UPCISCC111,,SIDM02147,Head and Neck,Oral Cavity Carcinoma,
ACH-001697,UPCI-SCC-114,UPCISCC114,,,Head and Neck,,
ACH-001698,UPCI-SCC-116,UPCISCC116,,SIDM02148,Head and Neck,Oral Cavity Carcinoma,
ACH-001699,UPCI-SCC-131,UPCISCC131,,SIDM02149,Head and Neck,Oral Cavity Carcinoma,
ACH-001228,UPCI-SCC-152,UPCISCC152,,SIDM00398,Head and Neck,,
ACH-001229,UPCI-SCC-154,UPCISCC154,,SIDM02131,Head and Neck,Oral Cavity Carcinoma,
ACH-001700,UPCI-SCC-172,UPCISCC172,,,Head and Neck,,
ACH-001701,UPCI-SCC-200,UPCISCC200,,SIDM02150,Head and Neck,Oral Cavity Carcinoma,
ACH-002926,UPMD1,UPMD1,,,Eye,,
ACH-002927,UPMD2,UPMD2,,,Eye,,
ACH-002924,UPMM2,UPMM2,,,Eye,,
ACH-002925,UPMM3,UPMM3,,,Eye,,
ACH-001230,UT-7,UT7,,SIDM01908,Myeloid,,
ACH-001232,UW228,UW228,,,CNS/Brain,,
ACH-001418,UWB1.289,UWB1289,1480374,SIDM00815,Ovary/Fallopian Tube,,
ACH-002886,VACO 432,VACO432,,,Bowel,,
ACH-001702,VA-ES-BJ,VAESBJ,688121,SIDM01179,Soft Tissue,,
ACH-001703,VAL,VAL,1331048,SIDM00416,Lymphoid,,
ACH-000115,VCaP,VCAP,1299075,SIDM01077,Prostate,,
ACH-000545,VM-CUB1,VMCUB1,909780,SIDM00414,Bladder/Urinary Tract,,
ACH-003105,VMM917,VMM917,,,Skin,,
ACH-001233,VMRC-LCD,VMRCLCD,713869,SIDM00320,Lung,,
ACH-001234,VMRC-LCP,VMRCLCP,,SIDM01904,Lung,Squamous Cell Lung Carcinoma,
ACH-001704,VMRC-MELG,VMRCMELG,930301,SIDM00319,Skin,,
ACH-000484,VMRC-RCW,VMRCRCW,1240224,SIDM00318,Kidney,,
ACH-000171,VMRC-RCZ,VMRCRCZ,909781,SIDM00317,Kidney,,
ACH-001419,VP229,VP229,,,Breast,,
ACH-001705,VP267,VP267,,,Breast,,
ACH-002036,WA-hT,WAHT,,,Lung,,
ACH-001707,WA-OSEL,WAOSEL,,SIDM02151,Haematopoietic and Lymphoid,Other Blood Cancers,
ACH-001421,WERI-RB-1,WERIRB1,,SIDM01414,Eye,Other Solid Cancers,
ACH-002316,WIL2-NS,WIL2NS,1331049,SIDM01102,Myeloid,,
ACH-002678,WILL-1,WILL1,,,Lymphoid,,
ACH-000304,WM-115,WM115,909784,SIDM01000,Skin,,
ACH-002205,WM1552C,WM1552C,1299078,SIDM00976,Skin,,
ACH-000661,WM1799,WM1799,,,Skin,,
ACH-001239,WM-266-4,WM2664,1299076,SIDM00979,Skin,,
ACH-002206,WM278,WM278,1240226,SIDM00975,Skin,,
ACH-002508,WM3211,WM3211,,,Skin,,
ACH-002207,WM35,WM35,1299080,SIDM00974,Skin,,
ACH-002687,WM3772F,WM3772F,,,Eye,,
ACH-002509,WM4235,WM4235,,,Skin,,
ACH-000827,WM793,WM793,1299081,SIDM00973,Skin,,
ACH-000827,WM793B,WM793B,1299081,SIDM00973,Skin,Melanoma,WC00062
ACH-000899,WM88,WM88,,SIDM01768,Skin,,
ACH-000765,WM983B,WM983B,,,Skin,,
ACH-001422,WPE1-NA22,WPE1NA22,,SIDM01932,Prostate,Non-Cancerous,
ACH-002994,WSU-AML,WSUAML,,,Myeloid,,
ACH-000534,WSU-DLCL2,WSUDLCL2,1331050,SIDM00413,Lymphoid,,
ACH-001708,WSU-FSCCL,WSUFSCCL,,,Lymphoid,,
ACH-001709,WSU-NHL,WSUNHL,909785,SIDM00412,Lymphoid,,
ACH-001295,Y79,Y79,,SIDM01395,Eye,Other Solid Cancers,
ACH-001277,Yamato,YAMATO,,,Soft Tissue,,
ACH-001277,Yamato-SS,YamatoSS,,SIDM01410,Soft Tissue,Other Solid Cancers,
ACH-000332,YAPC,YAPC,909904,SIDM00411,Pancreas,,
ACH-003590,YCUB-2,YCUB2,,,Lymphoid,,
ACH-000723,YD-10B,YD10B,,SIDM01782,Head and Neck,Oral Cavity Carcinoma,
ACH-000836,YD-15,YD15,,SIDM01411,Head and Neck,Oral Cavity Carcinoma,
ACH-000762,YD-38,YD38,,SIDM01412,Head and Neck,Oral Cavity Carcinoma,
ACH-000630,YD-8,YD8,,SIDM01413,Head and Neck,Oral Cavity Carcinoma,
ACH-000469,YH-13,YH13,909905,SIDM00316,CNS/Brain,,
ACH-000570,YKG1,YKG1,687592,SIDM00315,CNS/Brain,,
ACH-001249,YMB-1,YMB1,909906,SIDM01260,Breast,,
ACH-002208,YMB-1-E,YMB1E,1303911,SIDM01261,Breast,,
ACH-001864,YSCCC,YSCCC,,,Biliary Tract,,
ACH-002317,YT,YT,946358,SIDM00410,Lymphoid,,
ACH-002847,YUHOIN,YUHOIN,,,Skin,,
ACH-002846,YUSEEP-M 16-3517,YUSEEPM163517,,,Skin,,
ACH-003101,Z-119,Z119,,,Lymphoid,,
ACH-002500,Z-138,Z138,,,Lymphoid,,
ACH-003103,Z-181,Z181,,,Lymphoid,,
ACH-000097,ZR-75-1,ZR751,998207,SIDM00314,Breast,,
ACH-000828,ZR-75-30,ZR7530,909907,SIDM00971,Breast,,
ACH-002331,ZR-75-B,ZR75B,,,Breast,,
